No,NamaSungai,TitikPantau,Waktu,pH,Temp,TSS,DO,BOD,COD,Nitrat,FecalColiform,Fosfat,O2,IP,Class
708,Citarum,Nanjung,8/19/2019,7.44566179387799,25.55°C,33.8680990020447,4.21939512314219,3.54141361735893,28.9159825434126,3.06833094271676,316.615802484207,0.0644776757103183,-,1.04,2
709,Citarum,Outlet Waduk Jatiluhur,8/20/2019,6.89852595599231,25.55°C,23.2808618427076,1.30257301553392,4.94701376384777,18.629413739433,1.07449568163091,517.186498611408,0.0459730826746422,-,1.54,2
710,Citarum,Bendung Walahar,8/21/2019,6.22089297158727,25.55°C,33.6493423261208,7.76527512436293,3.06859340189825,12.8809472945341,2.12115848261971,361.757255775628,0.0473424481948302,-,0.82,1
711,Citarum,Tunggak Jati,8/22/2019,7.31919309060945,25.55°C,22.9327066866054,1.47636036255989,3.7856318857387,26.3469344157231,2.2523880733665,516.751609851375,0.0727430036317026,-,1.14,2
712,Citarum,Cisanti ,8/23/2019,7.5027314065981,25.55°C,21.2856837672048,5.18770683919797,3.64652851954711,28.0986968596454,0.645527512436293,278.113650929289,0.0617987609485153,-,1.06,2
713,Citarum,Wangisagara,8/24/2019,7.49272133548998,25.55°C,21.5127414777062,2.14654713583789,4.00557267983032,13.9637440107425,1.30631427961058,62.1478926969207,0.0325400555436872,-,1.19,2
714,Citarum,Koyod,8/25/2019,7.97418134098331,25.55°C,25.2779931028169,1.73288094729453,4.52025513473922,20.3012176885281,1.1996215704825,938.883632923368,0.0805404828028199,-,1.42,2
715,Citarum,Setelah IPAL Cisirung,8/26/2019,7.95599230933561,25.55°C,21.7285683767205,6.84142063661611,4.69938352610859,27.6042970061342,1.70329905087436,97.0549638355663,0.0689574877162999,-,1.45,2
716,Citarum,Nanjung,8/27/2019,6.39143040253914,25.55°C,33.8803064058351,3.50736625263222,3.14772484511856,22.4045533616138,0.210089419232765,758.462782677694,0.0521918393505661,-,0.89,1
717,Citarum,Outlet Waduk Jatiluhur,8/28/2019,6.96450697347942,25.55°C,22.6914883877071,4.12739005706961,4.83008819849239,10.9161656544694,0.930448316904202,988.895840327159,0.0948408459730827,-,1.51,2
718,Citarum,Bendung Walahar,8/29/2019,7.53923154393139,25.55°C,27.1413312173833,1.27356883449812,3.09654530472732,27.5286111026337,3.16232795190283,461.056855983154,0.0913950010681478,-,0.95,1
719,Citarum,Tunggak Jati,8/30/2019,6.13574633014924,25.55°C,33.0990325632496,2.86095339823603,4.41828974272897,18.5830256050295,1.9432966093936,607.440412610248,0.0885921811578723,-,1.4,2
720,Citarum,Cisanti ,8/31/2019,6.77779473250526,25.55°C,25.4235053559984,6.03738670003357,4.65542161320841,10.7446516312143,3.20822779015473,194.759971922971,0.0703567613757744,-,1.43,2
721,Citarum,Wangisagara,9/1/2019,6.37568285164953,25.55°C,29.5037079989013,7.74554277169103,2.89208960234382,24.2869350260933,2.47834711752678,432.673116245003,0.0882012390514847,-,0.79,1
722,Citarum,Koyod,9/2/2019,7.55211035493027,25.55°C,31.1556138798181,0.0820200201422163,4.62497634815516,25.563829462569,1.80718405713065,256.63014618366,0.0406259346293527,-,1.44,2
723,Citarum,Setelah IPAL Cisirung,9/3/2019,7.48680074465163,25.55°C,25.3610034485916,3.38897213660085,2.28436536759545,10.077517014069,3.4001281777398,384.661397137364,0.0943388164922025,-,0.61,1
724,Citarum,Nanjung,9/4/2019,6.16901150547807,25.55°C,26.752647480697,5.88047883541368,4.82024597918638,19.3453779717399,0.888943144016846,886.667989135411,0.0986284981841487,-,1.52,2
725,Citarum,Outlet Waduk Jatiluhur,9/5/2019,7.02963347270119,25.55°C,22.0767235328227,3.70706717123936,4.85633411664174,29.5873897518845,0.601580858790857,989.620654927213,0.0693398846400342,-,1.54,2
726,Citarum,Bendung Walahar,9/6/2019,7.62706381420331,25.55°C,31.0389110995819,3.03854457228309,5.70867030854213,15.3028962065493,1.97869808038575,627.706228827784,0.0619119846186712,-,1.76,2
727,Citarum,Tunggak Jati,9/7/2019,7.59318826868496,25.55°C,31.0574663533433,4.36180089724418,3.84586626789148,27.1037934507279,3.14450514236885,376.543473616749,0.0687032685323649,-,1.16,2
728,Citarum,Cisanti ,9/8/2019,7.53215124973296,25.55°C,35.1547593615528,2.96698507644887,3.07515488143559,20.0399792474136,1.23050630207221,603.555406353954,0.0538966032898953,-,0.82,1
729,Citarum,Wangisagara,9/9/2019,7.86620685445723,25.55°C,35.8032166508988,1.73430738242744,5.04464857936338,20.6607257301553,3.79882198553423,388.111514633625,0.0993548387096774,-,1.58,2
730,Citarum,Koyod,9/10/2019,6.42194891201514,25.55°C,22.8428601947081,3.07230353709525,4.67248146000549,17.1785637989441,2.88631855220191,603.961302529984,0.0816385387737663,-,1.47,2
731,Citarum,Setelah IPAL Cisirung,9/11/2019,7.04837183751946,25.55°C,35.3539841914121,3.54968382824183,3.60663472396008,12.47932370983,3.43308816797388,724.164555803095,0.0784725486007263,-,1.07,2
732,Citarum,Nanjung,9/12/2019,6.38483840449232,25.55°C,23.1714835047456,0.309060945463424,2.32150334177679,22.0413830988495,3.80809961241493,106.448561052278,0.0929502243110447,-,0.73,1
733,Citarum,Outlet Waduk Jatiluhur,9/13/2019,7.43845942564165,25.55°C,24.9410687582019,7.72153111362041,3.26189458906827,26.8736838892788,0.306527909176916,867.503891109958,0.0714676351207007,-,0.91,1
734,Citarum,Bendung Walahar,9/14/2019,7.95843379009369,25.55°C,24.1422162541581,3.92745139927366,4.52209234900967,22.0859401226844,0.93069246498001,325.748466444899,0.0644306772057253,-,1.4,2
735,Citarum,Tunggak Jati,9/15/2019,7.74602496414075,25.55°C,32.4715720084231,7.23630542924284,4.6374431592761,26.5337076937162,1.72893459883419,856.689657277139,0.0719034394360179,-,1.45,2
736,Citarum,Cisanti ,9/16/2019,6.17200231940672,25.55°C,35.3027130954924,0.513041169469283,2.23476058229316,15.3102206488235,2.23456526383251,132.367931150243,0.0396432386242256,-,0.72,1
737,Citarum,Wangisagara,9/17/2019,7.03408917508469,25.55°C,22.5020294808802,0.113639332255013,1.76968291268654,15.4988250373852,1.28019043549913,768.17529831843,0.0732044434949797,-,0.64,1
738,Citarum,Koyod,9/18/2019,6.50703451643422,25.55°C,20.3798944059572,6.30745841853084,5.36261787774285,26.7308572649312,0.664204840235603,742.197943052461,0.055364238410596,-,1.67,2
739,Citarum,Setelah IPAL Cisirung,9/19/2019,7.47227393414106,25.55°C,28.6516312143315,6.54472212897122,5.30697653126621,13.5718863490707,0.322641682180242,990.606402783288,0.0758064516129032,-,1.64,2
740,Citarum,Nanjung,9/20/2019,6.73934141056551,25.55°C,29.115024262215,7.66352275154882,5.20842310861538,13.656727805414,3.79613635670034,815.201269569994,0.0624161503952147,-,1.62,2
741,Citarum,Outlet Waduk Jatiluhur,9/21/2019,6.50361644337291,25.55°C,26.9157383953368,7.02685720389416,3.03919797357097,14.9232459486679,0.387340922269356,663.193151646474,0.077688528092288,-,0.81,1
742,Citarum,Bendung Walahar,9/22/2019,7.35319071016572,25.55°C,26.8703268532365,3.40561387981811,3.07371135593738,26.5117343668935,0.507461775566881,535.335856196783,0.0648323007904294,-,0.87,1
743,Citarum,Tunggak Jati,9/23/2019,6.86104922635579,25.55°C,34.1469161046174,3.50284920804468,5.94225898007141,15.7295449690237,3.68138676107059,550.99185155797,0.0947254860072634,-,1.83,2
744,Citarum,Cisanti ,9/24/2019,7.71752067629017,25.55°C,21.2632221442305,4.63472548600726,5.50998870815149,15.6874294259468,1.9066743980224,840.917691579943,0.0754731894894253,-,1.7,2
745,Citarum,Wangisagara,9/25/2019,7.35856196783349,25.55°C,29.975890377514,0.0073699148533585,1.9715140232551,24.2960905789361,2.94174016541032,785.773796807764,0.0337449262977996,-,0.78,1
746,Citarum,Koyod,9/26/2019,7.75249488814966,25.55°C,30.9563890499588,4.57077364421522,4.59046296578875,29.0685750907926,1.84966582232124,156.460768456069,0.0869685964537492,-,1.43,2
747,Citarum,Setelah IPAL Cisirung,9/27/2019,7.77501754814295,25.55°C,30.7483748893704,7.23987151707511,4.37760856959746,24.826502273629,1.64690084536271,906.527909176916,0.0993975646229438,-,1.37,2
748,Citarum,Nanjung,9/28/2019,7.62871181371502,25.55°C,34.9125644703513,4.4240885647145,3.17108371227149,11.7334513382366,3.01022370067446,761.391033661916,0.0621875667592395,-,0.87,1
749,Citarum,Outlet Waduk Jatiluhur,9/29/2019,6.70107119968261,25.55°C,32.5706961272011,1.97870326853237,2.81597643971069,25.2519302957244,3.70030823694571,232.421338541826,0.0595150608844264,-,0.82,1
750,Citarum,Bendung Walahar,9/30/2019,7.39139988402966,25.55°C,34.8236945707572,0.680647297585986,3.48144169438765,21.614734336375,0.156132694479202,535.219885860775,0.0875923947874386,-,1.02,2
751,Citarum,Tunggak Jati,10/1/2019,7.1750846888638,25.55°C,21.3428144169439,2.50743522446364,3.10297555467391,12.8583635975219,2.61397137363811,335.547959837642,0.0366652424695578,-,0.82,1
752,Citarum,Cisanti ,10/2/2019,6.52858058412427,25.55°C,25.0675374614704,5.33962218085269,4.58193304239021,14.8774681844539,3.55076754051332,164.172795800653,0.0540867336039308,-,1.42,2
753,Citarum,Wangisagara,10/3/2019,6.54860072634053,25.55°C,30.6931974242378,0.628344676046022,2.87450483718375,21.3266396069216,2.44941557054353,346.565141758477,0.0592266609698782,-,0.78,1
754,Citarum,Koyod,10/4/2019,6.66389965514084,25.55°C,27.4733726004822,6.82691854609821,3.57763298440504,15.1942503128147,2.71004364146855,647.653126621296,0.0426084170049135,-,1.05,2
755,Citarum,Setelah IPAL Cisirung,10/5/2019,7.54063539536729,25.55°C,36.0,5.6722193060091,5.5689107943968,11.7481002227851,2.80623798333689,965.991698965423,0.0380666524246956,-,1.72,2
756,Citarum,Nanjung,10/6/2019,6.99588000122074,25.55°C,30.3113498336741,3.17025208288827,4.01239661854915,24.2069765312662,2.63960692159795,722.801904354991,0.0738773766289254,-,1.24,2
757,Citarum,Outlet Waduk Jatiluhur,10/7/2019,6.11542100283822,25.55°C,26.2291940061647,2.4620270393994,3.32239143040254,20.6942960905789,0.506118961149938,912.152470473342,0.0778572954496903,-,0.98,1
758,Citarum,Bendung Walahar,10/8/2019,6.07696768089846,25.55°C,26.3468733787042,2.40116580706198,4.24362315744499,18.9657277138585,3.60948515274514,504.139835810419,0.0727750480666524,-,1.33,2
759,Citarum,Tunggak Jati,10/9/2019,7.90270699179052,25.55°C,25.0890224921415,0.0368495742667928,2.85823236793115,22.9734183782464,3.78209784234138,405.072176274911,0.0592266609698782,-,0.77,1
760,Citarum,Cisanti ,10/10/2019,7.28189947202979,25.55°C,23.4439527573473,7.02162694174017,2.63409222693564,18.4231086153752,2.04168828394421,74.9046296578875,0.0359581286049989,-,0.66,1
761,Citarum,Wangisagara,10/11/2019,7.61339152195807,25.55°C,29.0329905087436,5.7435410626545,2.13410748619037,27.8502761925108,3.25693533127842,111.928159428694,0.0833518478957488,-,0.93,1
762,Citarum,Koyod,10/12/2019,7.09720145268105,25.55°C,33.1102633747368,5.45730307931761,4.94045228431043,27.658009582812,0.65004425183874,443.081453901791,0.0558107242042299,-,1.54,2
763,Citarum,Setelah IPAL Cisirung,10/13/2019,6.55348368785669,25.55°C,25.9342631305887,5.86169743949706,5.6853114413892,27.7074495681631,0.289437543870357,152.401806695761,0.037308267464217,-,1.75,2
764,Citarum,Nanjung,10/14/2019,7.43284401989807,25.55°C,29.535935544908,1.6097320474868,3.36136661885434,27.9204687643056,3.10812707907346,902.961821344646,0.0528562273018586,-,0.99,1
765,Citarum,Outlet Waduk Jatiluhur,10/15/2019,7.13522751548814,25.55°C,24.7779778435621,1.62970213934751,3.6448225348674,19.8611407818842,3.86156804101688,180.49562059389,0.0710873744926298,-,1.08,2
766,Citarum,Bendung Walahar,10/16/2019,7.75212866603595,25.55°C,28.091555528428,0.169270302438429,2.87686696981719,15.3132724997711,0.713522751548814,441.08096560564,0.0917645802179022,-,0.76,1
767,Citarum,Tunggak Jati,10/17/2019,7.49394207586902,25.55°C,21.49272133549,6.8307223731193,2.52976470229194,18.0916776024659,2.59956663716544,662.584307382428,0.0786712240974151,-,0.66,1
768,Citarum,Cisanti ,10/18/2019,6.1973326822718,25.55°C,31.8802453688162,5.24357554857021,3.68629108554338,23.4720908230842,0.278084658345286,214.474929044465,0.0909997863704337,-,1.11,2
769,Citarum,Wangisagara,10/19/2019,7.18216498306223,25.55°C,35.0942106387524,7.63713370159001,4.0347056489761,12.8144169438765,1.24600970488601,255.876338999603,0.0902584917752617,-,1.21,2
770,Citarum,Koyod,10/20/2019,7.29691457869198,25.55°C,23.8809778130436,0.99921781060213,2.69537644581439,18.4432508316294,2.28986480300302,776.09027375103,0.0825742362743004,-,0.73,1
771,Citarum,Setelah IPAL Cisirung,10/21/2019,7.68156987212745,25.55°C,21.5684072389905,3.91390026551103,2.06665547654653,20.2652058473464,3.43968016602069,900.004577776421,0.0839222388378552,-,0.73,1
772,Citarum,Nanjung,10/22/2019,7.5316019165624,25.55°C,26.3532212286752,2.69263405255287,2.22728049562059,29.6417126987518,0.777611621448409,296.726889858699,0.0543067720572527,-,1.02,2
773,Citarum,Outlet Waduk Jatiluhur,10/23/2019,6.39832758568072,25.55°C,20.4809717093417,1.25122135074923,4.46828821680349,14.0876491592151,3.50889614551225,210.560930204169,0.0368959624011963,-,1.39,2
774,Citarum,Bendung Walahar,10/24/2019,7.26108584856716,25.55°C,30.5784478286081,3.55657826471755,3.39023712881863,21.7258217108676,1.7567674794763,153.909421063875,0.0817688528092288,-,0.96,1
775,Citarum,Tunggak Jati,10/25/2019,7.14242988372448,25.55°C,25.05533005768,4.06320047608875,1.99959715567492,29.7772148808252,1.65459150975066,752.896206549272,0.0725592822046571,-,1.05,2
776,Citarum,Cisanti ,10/26/2019,6.51460310678426,25.55°C,32.6859340189825,3.44317667165136,2.46559343241676,21.0422070986053,2.1361735892819,642.869350260933,0.0789916684469131,-,0.72,1
777,Citarum,Wangisagara,10/27/2019,7.07510605182043,25.55°C,24.5089266640217,7.10340922269356,2.57517014069033,26.0594500564592,1.86748863185522,765.565965758232,0.073206579790643,-,0.85,1
778,Citarum,Koyod,10/28/2019,7.18558305612354,25.55°C,33.2035279396954,4.48946684163945,2.90337534714805,29.3627735221412,0.0427259132663961,234.218878749962,0.0952467421491134,-,1.02,2
779,Citarum,Setelah IPAL Cisirung,10/29/2019,7.0083925901059,25.55°C,25.7155064546648,4.36037446211127,3.7589922788171,10.0042725913266,0.719138157292398,399.012726218451,0.0544135868404187,-,1.1,2
780,Citarum,Nanjung,10/30/2019,7.48612933744316,25.55°C,23.132908108768,4.53962981048006,3.58904995880001,29.5788445692312,1.15115817743461,924.416333506272,0.0880346079897458,-,1.07,2
781,Citarum,Outlet Waduk Jatiluhur,10/31/2019,7.98718222602008,25.55°C,21.7920468764306,2.97910977507859,5.40513626514481,16.8923001800592,2.26728110599078,867.851802117985,0.0478722495193335,-,1.68,2
782,Citarum,Bendung Walahar,11/1/2019,6.36451307718131,25.55°C,25.7594531083102,3.98427106540117,2.79734183782464,15.2302621539964,0.297372356334117,317.195654164251,0.079057893612476,-,0.74,1
783,Citarum,Tunggak Jati,11/2/2019,7.54289376506851,25.55°C,23.9825434125797,4.96423200170904,5.47324442274239,14.2109439374981,2.22577593310343,689.692373424482,0.0800170903653066,-,1.69,2
784,Citarum,Cisanti ,11/3/2019,6.21961119418928,25.55°C,25.0563066499832,7.2424866481521,4.91617481002228,20.7852412488174,1.92144535660878,907.10776085696,0.0687716299935911,-,1.55,2
785,Citarum,Wangisagara,11/4/2019,7.1232032227546,25.55°C,28.2546464430677,7.14762871181372,5.94225898007141,24.0171514023255,3.78136539811396,435.659352397229,0.0370647297585986,-,1.82,2
786,Citarum,Koyod,11/5/2019,7.90295113986633,25.55°C,26.4552751243629,1.83035401470992,1.84947050386059,14.9427777947325,1.19425031281472,626.256599627674,0.0751399273659475,-,0.54,1
787,Citarum,Setelah IPAL Cisirung,11/6/2019,7.21689504684591,25.55°C,31.3016144291513,2.4185207678457,2.37150181585131,21.8539994506668,0.475844599749748,544.932401501511,0.0871587267677847,-,0.71,1
788,Citarum,Nanjung,11/7/2019,6.94351023895993,25.55°C,21.9102145451216,6.92272743919187,5.22338328196051,27.3949400311289,0.575945310831019,784.701071199683,0.0520123905148473,-,1.63,2
789,Citarum,Outlet Waduk Jatiluhur,11/8/2019,7.87389751884518,25.55°C,32.1668752098148,4.48447431867428,5.01249732963042,25.9251686147649,2.92306283761101,901.338236640522,0.0308288827173681,-,1.58,2
790,Citarum,Bendung Walahar,11/9/2019,6.40339365825373,25.55°C,22.5811334574419,1.8973964659566,3.96607257301553,12.9541917172765,0.492080446790979,798.443556016724,0.040948515274514,-,1.21,2
791,Citarum,Tunggak Jati,11/10/2019,6.89913632618183,25.55°C,29.4978484450819,4.45618335520493,4.43088778344066,29.7790459913938,2.29645680104984,176.436658833583,0.0357573168126469,-,1.38,2
792,Citarum,Cisanti ,11/11/2019,6.02142399365215,25.55°C,21.1333353679006,4.15045075838496,1.94487441633351,18.2552568132572,2.32355723746452,178.524124881741,0.066152531510361,-,0.77,1
793,Citarum,Wangisagara,11/12/2019,7.23886837366863,25.55°C,32.4681539353618,3.76578875087741,3.47015594958342,27.918637653737,0.998077333903012,256.398205511643,0.0445011749626148,-,1.0,2
794,Citarum,Koyod,11/13/2019,7.59459212012085,25.55°C,25.5416730246895,4.82158848841823,3.46228217413861,27.8221991637928,1.47892696920682,617.848750267037,0.0838987395855586,-,1.01,2
795,Citarum,Setelah IPAL Cisirung,11/14/2019,6.22132023071993,25.55°C,31.6761375774407,2.27944334238716,5.82165898617512,28.9208655049287,2.20844141972106,431.020538956877,0.0882845545823542,-,1.82,2
796,Citarum,Nanjung,11/15/2019,7.106173894467,25.55°C,25.4493850520341,3.14077242347484,5.97007965330973,10.7251197851497,0.446790978728599,226.361888485366,0.0946934415723136,-,1.81,2
797,Citarum,Outlet Waduk Jatiluhur,11/16/2019,7.61619922482986,25.55°C,30.8738670003357,0.460500808740501,3.49574571977905,17.4221015045625,1.62053285317545,678.617206335643,0.0799038666951506,-,1.02,2
798,Citarum,Bendung Walahar,11/17/2019,7.21292764061403,25.55°C,24.5465254676962,3.75128666035951,3.2055970946379,28.7658314767907,0.923368022705771,53.2761619922483,0.0965669728690451,-,0.99,1
799,Citarum,Tunggak Jati,11/18/2019,6.18189031647694,25.55°C,31.1541489913633,3.77410962248604,1.96639606921598,27.1404156620991,1.07181005279702,421.076082644124,0.0678615680410169,-,0.92,1
800,Citarum,Cisanti ,11/19/2019,7.57829523606067,25.55°C,20.0698263496811,6.56183935056612,3.90610065004425,24.6714682454909,0.86794640949736,359.060945463424,0.0306131168553728,-,1.16,2
801,Citarum,Wangisagara,11/20/2019,6.7360454115421,25.55°C,24.2555009613331,4.96304330576495,4.090215765862,14.4941557054353,3.51853999450667,745.532090212714,0.0959495834223457,-,1.26,2
802,Citarum,Koyod,11/21/2019,7.45146031067843,25.55°C,35.4550614947966,1.89311716055788,2.86912442396313,26.634418774987,3.15939817499313,886.175115207373,0.0636082033753471,-,0.91,1
803,Citarum,Setelah IPAL Cisirung,11/22/2019,7.05063020722068,25.55°C,32.9247108371227,1.31564867091891,5.96732383190405,28.8152714621418,2.33222449415571,835.0611896115,0.0513202307199316,-,1.86,2
804,Citarum,Nanjung,11/23/2019,7.08261360515153,25.55°C,32.3065279091769,4.02944151127659,3.93418378246406,26.1912900173956,1.90850550859096,838.656270027772,0.076058534501175,-,1.22,2
805,Citarum,Outlet Waduk Jatiluhur,11/24/2019,7.30191961424604,25.55°C,35.8110293893246,4.07675160985137,3.80124820703757,13.1592761009552,3.75267799920652,764.551225318156,0.0433838923306986,-,1.14,2
806,Citarum,Bendung Walahar,11/25/2019,6.28687398907437,25.55°C,33.2777489547411,4.39342020935697,4.19126255073702,12.4146244697409,2.92843409527879,339.345988341929,0.0363063447981201,-,1.29,2
807,Citarum,Tunggak Jati,11/26/2019,7.63640247810297,25.55°C,34.1483809930723,0.99921781060213,5.41340372936186,11.8127994628742,1.99371318704794,844.338816492203,0.0692928861354412,-,1.68,2
808,Citarum,Cisanti ,11/27/2019,7.97460860011597,25.55°C,24.088991973632,2.24615985595264,2.52254707480087,19.1860713522752,0.870021668141728,755.795464949492,0.0407220679342021,-,0.69,1
809,Citarum,Wangisagara,11/28/2019,6.90066225165563,25.55°C,23.5069429609058,0.111024201178014,4.36474806970428,19.17996765038,0.47499008148442,823.812067018647,0.0533240760521256,-,1.36,2
810,Citarum,Koyod,11/29/2019,7.99871822260201,25.55°C,28.8366954557939,3.29411420026246,4.88979766228217,26.404309213538,1.60429700613422,843.063142796106,0.065678273873104,-,1.54,2
811,Citarum,Setelah IPAL Cisirung,11/30/2019,6.98086489455855,25.55°C,20.1811578722495,2.52574114200263,4.82693868831446,12.47932370983,2.44416638691366,749.417096469008,0.0706109805597095,-,1.5,2
812,Citarum,Nanjung,12/1/2019,6.48957792901395,25.55°C,25.8888515884884,0.62263893551439,3.82710043641469,12.9157383953368,1.05996887112033,660.496841334269,0.0874343089083529,-,1.17,2
813,Citarum,Outlet Waduk Jatiluhur,12/2/2019,7.74510940885647,25.55°C,24.3136082033753,3.18974669637135,2.49498886074404,19.9063081759087,2.35126804406873,143.704031495102,0.0643003631702628,-,0.66,1
814,Citarum,Bendung Walahar,12/3/2019,6.19153416547136,25.55°C,30.0779442732017,1.578112735374,2.32609637745293,11.1719107638783,3.42674031800287,698.796044801172,0.0701110873744926,-,0.74,1
815,Citarum,Tunggak Jati,12/4/2019,6.54042176580096,25.55°C,34.6313058870205,2.04717215491195,4.45831476790674,19.2477187414167,2.25617236854152,181.945249794,0.0831723990600299,-,1.39,2
816,Citarum,Cisanti ,12/5/2019,6.44727927488022,25.55°C,32.5501876888333,7.08439008758812,2.14447462385937,23.649098178045,2.88778344065676,474.538407544176,0.0483187353129673,-,0.76,1
817,Citarum,Wangisagara,12/6/2019,6.81081575975829,25.55°C,20.7080294198431,4.28429792168951,2.21100802636799,11.8158513138218,1.7720267342143,134.223456526383,0.097481307412946,-,0.59,1
818,Citarum,Koyod,12/7/2019,7.63475447859127,25.55°C,20.5429853205969,1.5647993408002,4.36724143192846,11.4349803155614,0.36634418774987,226.999725333415,0.0684447767571032,-,1.33,2
819,Citarum,Setelah IPAL Cisirung,12/8/2019,7.91857661671804,25.55°C,21.9429303872799,0.689205908383435,4.78717612231819,25.5180516983551,0.0896023438215278,205.284279915769,0.0484426404614399,-,1.49,2
820,Citarum,Nanjung,12/9/2019,6.30353709524827,25.55°C,21.5225074007385,5.69028748435926,3.34365062410352,18.5427411725211,0.656514175847652,908.441419721061,0.0700277718436232,-,0.97,1
821,Citarum,Outlet Waduk Jatiluhur,12/10/2019,7.93060090945158,25.55°C,31.9710684530168,7.11339426862392,4.8295632801294,21.3773003326518,2.97836237678152,736.631366924039,0.0447596667378765,-,1.51,2
822,Citarum,Bendung Walahar,12/11/2019,6.22980437635426,25.55°C,31.4959562974944,3.66641376995148,4.04126712851344,13.9722891933958,0.248664815210425,509.793389690848,0.0544349497970519,-,1.24,2
823,Citarum,Tunggak Jati,12/12/2019,6.21204260383923,25.55°C,29.0212714011048,5.35887905514695,3.5424634540849,22.4088259529405,0.821558275093844,80.5291909543138,0.0318094424268319,-,1.03,2
824,Citarum,Cisanti ,12/13/2019,7.36259041108432,25.55°C,30.0090945158238,1.92521195104831,4.24637897885067,19.8733481856746,0.674703207495346,932.331308938871,0.0614355906857509,-,1.32,2
825,Citarum,Wangisagara,12/14/2019,6.40717795342875,25.55°C,28.7531968138676,6.1947700430311,4.71198156682028,24.8545793023469,2.22626422925504,55.3926206244087,0.039418927579577,-,1.46,2
826,Citarum,Koyod,12/15/2019,7.42033143101291,25.55°C,24.2052064577166,3.09179815057833,5.73583483382672,10.7025360881375,2.7605822931608,814.012573625904,0.0835462508011109,-,1.76,2
827,Citarum,Setelah IPAL Cisirung,12/16/2019,6.03271584215827,25.55°C,32.3792840357677,4.55127903073214,5.79738151188696,22.0236823633534,2.02703939939573,840.308847315897,0.0759624011963256,-,1.81,2
828,Citarum,Nanjung,12/17/2019,7.96197393719291,25.55°C,27.5099948118534,2.76657094027528,5.87769402142399,17.7462080751976,2.3135471663564,473.291726432081,0.0722516556291391,-,1.81,2
829,Citarum,Outlet Waduk Jatiluhur,12/18/2019,7.70983001190222,25.55°C,29.4348582415235,4.77855769524216,3.79836115604114,22.686544389172,3.11581774346141,159.620960112308,0.0640269173253578,-,1.13,2
830,Citarum,Bendung Walahar,12/19/2019,6.3549913022248,25.55°C,26.8859523300882,7.13597949156163,3.63235572374645,18.0532242805261,1.96356089968566,306.526383251442,0.0580004272591327,-,1.07,2
831,Citarum,Tunggak Jati,12/20/2019,6.26740318002869,25.55°C,25.3180333872494,7.04516312143315,5.3504135258034,11.8475905636769,0.936063722647786,737.269203772088,0.04947233497116,-,1.66,2
832,Citarum,Cisanti ,12/21/2019,7.44230475783563,25.55°C,32.2821131015961,2.84906643879513,5.3605182042909,29.4012268440809,1.63383892330699,888.320566423536,0.0559944456312754,-,1.68,2
833,Citarum,Wangisagara,12/22/2019,6.81337931455428,25.55°C,24.7560045167394,6.68498825037385,4.21330912198248,14.0589617603076,0.208014160588397,558.153019806513,0.0752595599230934,-,1.28,2
834,Citarum,Koyod,12/23/2019,6.11761833552049,25.55°C,34.7919553209021,6.10751976073489,4.42747581408124,15.7411420026246,3.94201483199561,646.841334269234,0.0610361033967101,-,1.39,2
835,Citarum,Setelah IPAL Cisirung,12/24/2019,6.63856929227577,25.55°C,31.6453749198889,1.55148594622639,5.25212256233406,10.9045686208686,3.99365215002899,410.058900723289,0.0878081606494339,-,1.64,2
836,Citarum,Nanjung,12/25/2019,6.71504867702261,25.55°C,32.1961729789117,5.21694875942259,3.67421796319468,13.2514419995727,3.20932645649586,985.61967833491,0.0957637256996368,-,1.11,2
837,Citarum,Outlet Waduk Jatiluhur,12/26/2019,7.74614703817866,25.55°C,25.2355113376263,5.66152104251228,4.87759331034272,27.2991119113742,2.05719168675802,278.751487777337,0.0703695791497543,-,1.52,2
838,Citarum,Bendung Walahar,12/27/2019,7.33542893765069,25.55°C,21.9712515640736,6.22971770378735,3.6344553971984,18.0947294534135,2.20685445722831,818.187505722221,0.0962871181371502,-,1.07,2
839,Citarum,Tunggak Jati,12/28/2019,6.12860499893185,25.55°C,24.4127323221534,3.10701345866268,5.58557695242164,28.2891323587756,3.14474929044465,933.201086458937,0.0889040803247169,-,1.77,2
840,Citarum,Cisanti ,12/29/2019,7.24045533616138,25.55°C,30.5076448866237,7.76313547166356,4.1491378521073,15.7692190313425,3.76964629047517,143.559068575091,0.0362208929715873,-,1.25,2
841,Citarum,Wangisagara,12/30/2019,7.90612506485183,25.55°C,21.8648030030213,7.56105716116825,4.41015350810266,11.7102572710349,2.78121280556658,506.082338938566,0.0449348429822687,-,1.35,2
842,Citarum,Koyod,12/31/2019,7.47935422833949,25.55°C,21.1719107638783,3.03283883175146,3.21465193639943,21.0379345072787,3.48435926389355,733.529160435804,0.0832514419995727,-,0.9,1
843,Citarum,Setelah IPAL Cisirung,1/1/2020,6.32959990234077,25.55°C,24.1964171269875,5.32868617816706,4.86132084109012,14.7163304544206,0.971587267677847,243.496505630665,0.0505233924375134,-,1.51,2
844,Citarum,Nanjung,1/2/2020,7.22757652516251,25.55°C,33.0282296212653,7.21324472792749,4.52051759392071,19.349040192877,1.28824732200079,599.81536301767,0.0902755821405683,-,1.4,2
845,Citarum,Outlet Waduk Jatiluhur,1/3/2020,6.70973845637379,25.55°C,26.5915097506638,7.67897579882199,1.8553758354442,26.4854884487442,1.29703665272988,207.081820123905,0.0366310617389447,-,0.85,1
